IN,OUT,No,R2,MSE,MAE
37,7,2,0.947069022,0.013370045,0.089668358
37,7,3,0.896685525,0.02604196,0.123440378
37,7,4,0.841430251,0.039896797,0.151414231
37,7,5,0.755571955,0.061397424,0.184369538
37,7,6,0.679819424,0.080285674,0.210402145
37,7,7,0.589724046,0.102698188,0.2341609
37,8,1,0.963729215,0.009203613,0.07308026
37,8,2,0.929972492,0.017729289,0.10000749
37,8,3,0.879388351,0.030465772,0.128175358
37,8,4,0.801573536,0.05001636,0.162194919
37,8,5,0.695408564,0.07663645,0.200271447
37,8,6,0.605357173,0.099129595,0.227879595
37,8,7,0.475629479,0.131486555,0.257911754
37,8,8,0.387302441,0.153367333,0.278685715
38,1,1,0.993323845,0.001674117,0.029436112
38,2,1,0.993198461,0.001708647,0.030180081
38,2,2,0.964914613,0.008798036,0.069211961
38,3,1,0.984757588,0.003828713,0.047346901
38,3,2,0.951811801,0.01208325,0.081342714
38,3,3,0.888539077,0.027900331,0.123452077
38,4,1,0.985115137,0.003745092,0.038600458
38,4,2,0.958838733,0.010339222,0.073716543
38,4,3,0.904084512,0.024050927,0.113404243
38,4,4,0.831034719,0.042294529,0.14972676
38,5,1,0.976065031,0.006033167,0.054800278
38,5,2,0.946966931,0.013343337,0.084485394
38,5,3,0.888471581,0.028014615,0.122936906
38,5,4,0.812046318,0.047129618,0.158363615
38,5,5,0.716000378,0.07108934,0.193913477
38,6,1,0.986963926,0.003292833,0.043131187
38,6,2,0.96130105,0.009754649,0.073564331
38,6,3,0.914152447,0.021599595,0.111539055
38,6,4,0.850168659,0.037635855,0.145154539
38,6,5,0.777412688,0.055814043,0.17485839
38,6,6,0.678620789,0.080446008,0.208690538
38,7,1,0.989238386,0.002724583,0.039093275
38,7,2,0.964904336,0.008864952,0.069946582
38,7,3,0.914421536,0.021571333,0.110008028
38,7,4,0.854633325,0.03657485,0.142296451
38,7,5,0.776289659,0.056193383,0.175139198
38,7,6,0.683628879,0.079330449,0.205961455
38,7,7,0.599476477,0.100257009,0.230614864
38,8,1,0.963577308,0.009242159,0.068529187
38,8,2,0.94057942,0.015043869,0.09019305
38,8,3,0.8953355,0.026437619,0.123953982
38,8,4,0.806414563,0.048796107,0.162552904
38,8,5,0.725347162,0.069103777,0.193245943
38,8,6,0.641686535,0.09000409,0.220411013
38,8,7,0.557833917,0.110873691,0.243912032
38,8,8,0.454569444,0.1365294,0.267270296
39,1,1,0.990349467,0.002419974,0.037302686
39,2,1,0.992754925,0.001816712,0.030500203
39,2,2,0.965482572,0.008640227,0.069131494
39,3,1,0.986583516,0.003370062,0.03980502
39,3,2,0.962883537,0.009306999,0.072600111
39,3,3,0.911941306,0.022042404,0.111449016
39,4,1,0.987592993,0.003121654,0.042898434
39,4,2,0.964122501,0.009012002,0.071705204
39,4,3,0.911560495,0.022176315,0.111003339
39,4,4,0.845478646,0.038678999,0.144524692
39,5,1,0.987206868,0.0032247,0.042766063
39,5,2,0.962305293,0.009484142,0.071630549
39,5,3,0.896494799,0.025999278,0.118794567
39,5,4,0.832353683,0.042037521,0.149125821
39,5,5,0.754052339,0.061564366,0.18142584
39,6,1,0.982116756,0.004517199,0.039507348
39,6,2,0.960110147,0.010054834,0.07320784
39,6,3,0.909376238,0.022801309,0.112805743
39,6,4,0.834019858,0.041692242,0.149493437
39,6,5,0.759898344,0.060205786,0.18065783
39,6,6,0.657069621,0.085840586,0.214632822
39,7,1,0.987528317,0.003157532,0.040114129
39,7,2,0.95919993,0.010305851,0.075969813
39,7,3,0.908974686,0.022944293,0.113148409
39,7,4,0.844222594,0.039194232,0.147041108
39,7,5,0.764923584,0.059048406,0.178979489
39,7,6,0.676104343,0.081217235,0.209727379
39,7,7,0.588954274,0.102890873,0.234837177
39,8,1,0.981164994,0.004779331,0.044512139
39,8,2,0.950520157,0.012527112,0.081452973
39,8,3,0.895389115,0.026424076,0.118959264
39,8,4,0.818347376,0.045788263,0.156063832
39,8,5,0.715779458,0.07151105,0.192821747
39,8,6,0.630038616,0.092929909,0.220088234
39,8,7,0.527115707,0.11857632,0.247465997
39,8,8,0.439364316,0.14033547,0.267073985
